,out_zone_percent,in_zone_percent,n_ff_formatted,ff_avg_speed,ff_avg_spin,ff_avg_break_x,ff_avg_break_z,n_sl_formatted,sl_avg_speed,sl_avg_spin,sl_avg_break_x,sl_avg_break_z,n_ch_formatted,ch_avg_speed,ch_avg_spin,ch_avg_break_x,ch_avg_break_z,n_cukc_formatted,cu_avg_speed,cu_avg_spin,cu_avg_break_x,cu_avg_break_z,cu_avg_break,n_sift_formatted,si_avg_speed,si_avg_spin,si_avg_break_x,si_avg_break_z,n_fc_formatted,fc_avg_speed,fc_avg_spin,fc_avg_break_x,fc_avg_break_z,n_fs_formatted,fs_avg_speed,fs_avg_spin,fs_avg_break_x,fs_avg_break_z,fs_avg_break,n_fastball_formatted,fastball_avg_speed,fastball_avg_spin,fastball_avg_break_x,fastball_avg_break_z,fastball_avg_break,n_breaking_formatted,breaking_avg_speed,breaking_avg_spin,breaking_avg_break_x,breaking_avg_break_z,n_offspeed_formatted,offspeed_avg_speed,offspeed_avg_spin,offspeed_avg_break_x,offspeed_avg_break_z,Cluster,last_name,first_name
103,54.7,45.3,33.2,92.5,2075.0,-10.2,-17.3,15.8,83.1,2616.0,10.4,-41.7,13.4,85.1,1816.0,-15.9,-31.6,0.0,0.0,0.0,0.0,0.0,0.0,32.3,91.9,2003.0,-14.4,-21.3,5.3,84.9,2493.0,3.3,-37.6,0.0,0.0,0.0,0.0,0.0,0.0,70.8,91.7,2074,-11.1,-20.7,17.2,15.8,83.1,2616.0,10.4,-41.7,13.4,85.1,1816.0,-15.9,-31.6,8,Sampson, Adrian
104,50.7,49.3,19.6,92.4,2140.0,-11.2,-18.2,0.0,0.0,0.0,0.0,0.0,10.7,87.8,1708.0,-15.8,-29.3,28.4,79.1,2632.0,12.8,-54.6,16.8,41.3,92.1,2131.0,-16.4,-22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.8,92.2,2134,-14.7,-21.1,18.8,28.4,79.1,2632.0,12.8,-54.6,10.7,87.8,1708.0,-15.8,-29.3,4,Sanchez, Aaron
105,49.2,50.8,45.5,91.9,2429.0,10.9,-13.9,29.0,85.4,2332.0,-3.1,-29.2,22.2,83.6,2130.0,13.7,-24.2,3.2,78.9,2410.0,-5.3,-48.6,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.5,91.9,2429,10.9,-13.9,21.8,32.2,84.8,2339.0,-3.3,-31.2,22.2,83.6,2130.0,13.7,-24.2,1,Smith, Caleb
106,48.2,51.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,82.6,1300.0,6.0,-29.2,42.9,78.7,2119.0,2.6,-44.2,3.4,37.0,92.6,2158.0,8.0,-14.8,19.7,88.6,2103.0,3.6,-23.6,0.0,0.0,0.0,0.0,0.0,0.0,56.7,91.2,2139,6.5,-17.8,16.6,42.9,78.7,2119.0,2.6,-44.2,0.3,82.6,1300.0,6.0,-29.2,3,Smyly, Drew
107,57.5,42.5,58.4,98.3,2307.0,-10.2,-10.8,18.5,87.1,2513.0,2.3,-38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,88.6,1040.0,-12.3,-31.0,13.2,58.4,98.3,2307,-10.2,-10.8,20.5,18.5,87.1,2513.0,2.3,-38.0,23.0,88.6,1040.0,-12.3,-31.0,0,Stanek, Ryne
108,48.8,51.2,14.9,94.1,2136.0,-5.8,-16.7,22.4,84.8,2153.0,5.8,-36.7,20.1,88.5,1543.0,-15.1,-26.8,10.9,76.4,2131.0,11.3,-47.8,11.7,31.7,93.6,2125.0,-14.1,-20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.6,93.8,2129,-11.5,-19.5,17.1,33.3,82.1,2146.0,7.6,-40.3,20.1,88.5,1543.0,-15.1,-26.8,4,Syndergaard, Noah
109,51.7,48.3,35.7,94.1,2370.0,-5.7,-13.2,18.8,86.2,2556.0,6.2,-32.6,8.4,87.7,1845.0,-14.0,-24.7,14.8,81.1,2734.0,9.2,-51.9,13.9,11.1,94.2,2298.0,-13.6,-16.2,11.1,90.7,2533.0,2.9,-20.7,0.0,0.0,0.0,0.0,0.0,0.0,57.9,93.4,2387,-5.6,-15.2,17.9,33.6,83.9,2634.0,7.5,-41.1,8.4,87.7,1845.0,-14.0,-24.7,8,Taillon, Jameson
110,49.1,50.9,44.0,93.2,2417.0,-5.1,-13.1,22.5,84.7,2502.0,6.5,-33.8,8.7,88.1,1541.0,-12.2,-28.4,16.8,81.5,2361.0,4.4,-50.6,10.7,8.0,91.9,2259.0,-12.3,-18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,93.0,2393,-6.2,-13.9,19.2,39.3,83.4,2441.0,5.6,-41.0,8.7,88.1,1541.0,-12.2,-28.4,4,Velasquez, Vince
111,52.5,47.5,29.5,93.7,2149.0,-10.1,-14.0,16.3,84.8,2403.0,5.3,-32.6,0.0,0.0,0.0,0.0,0.0,8.7,75.0,2226.0,7.0,-60.5,13.6,11.3,92.9,2023.0,-15.2,-18.9,6.6,88.6,2329.0,1.5,-23.0,27.6,88.8,1447.0,-10.8,-32.6,11.3,47.5,92.8,2144,-9.7,-16.4,19.1,25.0,81.4,2341.0,5.9,-42.3,27.6,88.8,1447.0,-10.8,-32.6,0,Walker, Taijuan
112,47.9,52.1,55.7,94.9,2255.0,-2.8,-12.7,5.3,82.2,2149.0,11.8,-37.5,0.1,82.9,723.0,-12.6,-37.4,21.4,76.8,2604.0,7.5,-65.6,20.0,0.2,91.7,1777.0,-12.9,-20.1,17.3,93.1,2240.0,2.5,-16.9,0.0,0.0,0.0,0.0,0.0,0.0,73.2,94.4,2251,-1.6,-13.7,17.4,26.7,77.9,2515.0,8.4,-60.0,0.1,82.9,723.0,-12.6,-37.4,8,Wick, Rowan
113,52.5,47.5,52.8,91.2,2242.0,-6.9,-19.9,11.7,83.2,2248.0,5.6,-37.1,13.1,84.4,1797.0,-13.9,-33.6,9.7,78.6,2256.0,11.0,-42.0,12.5,12.6,89.0,1918.0,-15.6,-30.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.4,90.8,2180,-8.6,-22.0,15.1,21.5,81.1,2252.0,8.1,-39.3,13.1,84.4,1797.0,-13.9,-33.6,4,Williams, Trevor
114,48.8,51.2,27.3,92.7,2539.0,-11.0,-15.7,0.0,0.0,0.0,0.0,0.0,23.2,85.9,2368.0,-17.9,-28.5,37.3,81.0,2617.0,1.3,-45.0,4.2,12.2,92.7,2476.0,-17.5,-22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.5,92.7,2519,-13.0,-17.9,19.8,37.3,81.0,2617.0,1.3,-45.0,23.2,85.9,2368.0,-17.9,-28.5,4,German, Domingo
115,53.8,46.2,28.5,96.1,2356.0,-6.3,-12.8,15.3,87.2,2410.0,6.2,-32.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,95.6,2243.0,-15.5,-18.4,8.6,89.5,2397.0,4.0,-27.8,25.5,86.4,1467.0,-12.1,-33.4,12.8,59.3,94.9,2320,-8.2,-17.1,17.1,15.3,87.2,2410.0,6.2,-32.9,25.5,86.4,1467.0,-12.1,-33.4,0,Montas, Frankie
116,49.7,50.3,41.0,94.3,2448.0,-10.4,-13.9,6.6,87.6,1975.0,1.7,-29.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,94.5,2351.0,-16.9,-18.5,0.0,0.0,0.0,0.0,0.0,30.8,85.1,1136.0,-10.7,-38.7,11.2,62.5,94.4,2415,-12.7,-15.5,20.4,6.6,87.6,1975.0,1.7,-29.9,30.8,85.1,1136.0,-10.7,-38.7,0,Neris, Hector
117,52.3,47.7,35.7,91.7,2172.0,6.8,-18.0,4.0,82.7,2172.0,-3.0,-38.6,16.2,85.5,1873.0,16.5,-30.7,0.0,0.0,0.0,0.0,0.0,0.0,19.6,91.7,2150.0,13.8,-22.1,24.4,88.7,2192.0,-1.1,-24.9,0.0,0.0,0.0,0.0,0.0,0.0,79.8,90.8,2173,6.1,-21.1,14.6,4.0,82.7,2172.0,-3.0,-38.6,16.2,85.5,1873.0,16.5,-30.7,1,Rodriguez, Eduardo
118,58.5,41.5,4.5,95.4,2218.0,13.5,-16.0,15.7,87.6,2241.0,-1.9,-31.3,42.5,88.6,2184.0,17.3,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,37.3,95.4,2186.0,17.0,-20.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.8,95.4,2189,16.7,-20.0,19.7,15.7,87.6,2241.0,-1.9,-31.3,42.5,88.6,2184.0,17.3,-30.0,1,Peralta, Wandy
119,52.8,47.2,46.0,93.5,2295.0,-11.0,-15.0,34.8,84.4,2145.0,4.1,-38.6,7.5,86.7,1574.0,-15.7,-30.1,2.6,77.2,2404.0,9.6,-56.7,14.4,0.8,92.0,2054.0,-15.9,-23.9,8.3,88.3,2288.0,1.8,-27.5,0.0,0.0,0.0,0.0,0.0,0.0,55.1,92.7,2290,-9.2,-17.0,18.1,37.4,83.9,2163.0,4.5,-39.9,7.5,86.7,1574.0,-15.7,-30.1,8,Mayers, Mike
120,50.5,49.5,0.3,92.9,2368.0,3.3,-20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.4,93.3,2524.0,13.3,-27.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.6,93.3,2523,13.2,-27.9,14.1,55.4,81.7,3182.0,-17.3,-43.9,0.0,0.0,0.0,0.0,0.0,7,Moll, Sam
121,53.4,46.6,47.4,98.9,2516.0,-9.5,-11.3,39.3,92.6,2580.0,3.6,-26.4,8.2,92.0,1613.0,-13.2,-26.1,5.1,83.4,2691.0,7.3,-41.6,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.4,98.9,2516,-9.5,-11.3,19.4,44.4,91.6,2593.0,4.0,-28.2,8.2,92.0,1613.0,-13.2,-26.1,5,deGrom, Jacob
122,52.0,48.0,36.5,88.4,1986.0,12.2,-20.3,0.0,0.0,0.0,0.0,0.0,30.5,79.4,2114.0,17.3,-36.7,13.4,76.6,2114.0,-6.3,-59.8,14.6,0.0,0.0,0.0,0.0,0.0,19.6,86.1,2030.0,2.3,-25.2,0.0,0.0,0.0,0.0,0.0,0.0,56.1,87.6,2001,8.7,-22.0,16.7,13.4,76.6,2114.0,-6.3,-59.8,30.5,79.4,2114.0,17.3,-36.7,3,Gonzales, Marco
123,51.2,48.8,31.9,93.7,2235.0,10.0,-16.5,68.1,82.0,2486.0,-10.2,-35.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.9,93.7,2235,10.0,-16.5,18.0,68.1,82.0,2486.0,-10.2,-35.9,0.0,0.0,0.0,0.0,0.0,7,Okert, Steven
124,55.0,45.0,23.7,95.8,2081.0,-11.0,-16.8,15.3,88.0,2068.0,1.5,-32.7,26.4,84.8,1617.0,-15.6,-34.3,11.5,79.1,2060.0,8.7,-56.4,15.3,23.1,95.6,2127.0,-15.7,-20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.8,95.7,2104,-13.3,-18.8,17.7,26.8,84.2,2065.0,4.6,-42.9,26.4,84.8,1617.0,-15.6,-34.3,4,Beede, Tyler
125,46.8,53.2,0.5,90.8,2210.0,-4.5,-20.4,50.4,83.1,2475.0,13.3,-38.9,16.0,84.7,1395.0,-9.8,-33.3,0.0,0.0,0.0,0.0,0.0,0.0,32.0,91.9,2189.0,-12.9,-24.1,1.1,85.6,2427.0,6.1,-32.4,0.0,0.0,0.0,0.0,0.0,0.0,33.6,91.7,2197,-12.2,-24.3,15.3,50.4,83.1,2475.0,13.3,-38.9,16.0,84.7,1395.0,-9.8,-33.3,2,Junis, Jakob
126,55.2,44.8,34.4,91.2,2351.0,7.4,-15.5,0.0,0.0,0.0,0.0,0.0,27.9,86.7,1426.0,13.1,-37.3,1.5,76.1,2402.0,-6.7,-61.2,15.0,7.8,90.9,2252.0,15.7,-22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.2,91.1,2332,9.0,-16.9,19.0,29.8,79.7,2617.0,-13.1,-43.6,27.9,86.7,1426.0,13.1,-37.3,1,Norris, Daniel
127,51.7,48.3,23.3,92.9,2305.0,4.8,-15.1,11.0,84.7,2377.0,-3.8,-38.8,24.1,84.8,1543.0,12.6,-28.1,14.5,77.3,2906.0,-11.7,-56.6,15.9,27.0,92.5,2190.0,13.4,-19.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.3,92.7,2243,9.4,-17.4,18.0,25.6,80.5,2678.0,-8.3,-48.9,24.1,84.8,1543.0,12.6,-28.1,1,Peters, Dillon
128,51.1,48.9,47.8,96.8,2389.0,-11.4,-14.0,50.5,83.9,2914.0,5.2,-41.3,0.0,0.0,0.0,0.0,0.0,1.1,77.5,2936.0,11.5,-56.3,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,88.1,1521.0,-11.2,-27.4,13.7,47.8,96.8,2389,-11.4,-14.0,19.0,51.6,83.8,2914.0,5.3,-41.6,0.5,88.1,1521.0,-11.2,-27.4,0,Stephenson, Robert
129,50.9,49.1,59.6,94.9,2372.0,-8.8,-14.1,9.7,84.6,2291.0,4.8,-41.0,25.9,86.9,1664.0,-14.6,-30.7,2.9,80.1,2264.0,5.7,-51.3,10.6,0.7,94.7,2332.0,-15.6,-15.1,1.1,88.1,2327.0,0.5,-26.8,0.0,0.0,0.0,0.0,0.0,0.0,61.4,94.7,2371,-8.7,-14.4,18.6,12.6,83.6,2285.0,5.0,-43.4,25.9,86.9,1664.0,-14.6,-30.7,8,Weaver, Luke
130,49.3,50.7,40.7,91.0,2156.0,6.3,-15.6,24.6,84.3,2391.0,-5.0,-34.7,17.6,82.0,1644.0,9.8,-29.8,17.1,75.8,2497.0,-7.0,-61.6,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.7,91.0,2156,6.3,-15.6,18.5,41.7,80.8,2435.0,-5.8,-45.7,17.6,82.0,1644.0,9.8,-29.8,1,Gomber, Austin
131,54.7,45.3,45.9,95.0,2249.0,-10.9,-13.7,0.0,0.0,0.0,0.0,0.0,7.2,87.2,2061.0,-18.1,-27.8,46.9,84.1,2049.0,3.7,-48.9,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.9,95.0,2249,-10.9,-13.7,20.1,46.9,84.1,2049.0,3.7,-48.9,7.2,87.2,2061.0,-18.1,-27.8,5,Barnes, Matt
132,52.4,47.6,37.6,89.7,2187.0,-10.4,-22.7,0.0,0.0,0.0,0.0,0.0,30.8,84.0,2020.0,-14.2,-43.4,31.6,78.0,2523.0,9.8,-46.3,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.6,89.7,2187,-10.4,-22.7,15.5,31.6,78.0,2523.0,9.8,-46.3,30.8,84.0,2020.0,-14.2,-43.4,4,Ramirez, Noe
133,61.0,39.0,36.6,96.5,2639.0,-4.0,-11.4,35.4,83.3,2583.0,9.5,-37.8,22.0,89.7,2153.0,-13.5,-23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,89.2,2781.0,5.1,-30.8,0.0,0.0,0.0,0.0,0.0,0.0,42.6,95.4,2659,-2.7,-14.1,17.0,35.4,83.3,2583.0,9.5,-37.8,22.0,89.7,2153.0,-13.5,-23.1,5,Leclerc, Jose
134,52.1,47.9,30.6,95.6,2113.0,-7.0,-13.6,20.0,87.1,2010.0,5.1,-32.6,15.6,88.9,1519.0,-11.6,-29.4,0.0,0.0,0.0,0.0,0.0,0.0,33.8,95.0,2039.0,-15.4,-18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.4,95.3,2074,-11.4,-16.3,18.7,20.0,87.1,2010.0,5.1,-32.6,15.6,88.9,1519.0,-11.6,-29.4,2,Machado, Andres
135,48.8,51.2,51.0,93.4,2310.0,-5.1,-10.9,19.7,85.8,2319.0,5.8,-33.6,2.3,87.1,1170.0,-8.3,-27.5,27.1,77.2,2710.0,7.9,-65.3,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,93.4,2310,-5.1,-10.9,21.3,46.7,80.8,2546.0,7.0,-52.0,2.3,87.1,1170.0,-8.3,-27.5,5,Pivetta, Nick
136,55.6,44.4,23.6,93.6,2403.0,-3.6,-19.2,44.6,84.2,2482.0,8.1,-39.4,0.0,0.0,0.0,0.0,0.0,31.6,78.6,2515.0,16.2,-53.4,18.5,0.3,92.6,2129.0,-13.7,-25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9,93.6,2400,-3.8,-19.3,12.7,76.1,81.9,2496.0,11.5,-45.2,0.0,0.0,0.0,0.0,0.0,7,Barlow, Scott
137,47.0,53.0,13.1,93.2,2191.0,-5.5,-17.8,8.0,82.7,2345.0,6.9,-38.8,6.1,85.4,1824.0,-16.2,-30.9,13.9,71.6,2330.0,14.9,-68.0,20.4,33.5,92.8,2118.0,-16.1,-22.5,17.3,89.0,2262.0,2.5,-25.6,0.0,0.0,0.0,0.0,0.0,0.0,63.9,91.9,2172,-8.9,-22.4,15.5,30.1,75.5,2331.0,13.8,-54.9,6.1,85.4,1824.0,-16.2,-30.9,8,Bassitt, Chris
138,47.9,52.1,46.2,94.4,2309.0,-10.1,-13.4,53.8,84.0,2548.0,5.9,-35.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.2,94.4,2309,-10.1,-13.4,20.2,53.8,84.0,2548.0,5.9,-35.4,0.0,0.0,0.0,0.0,0.0,7,Brebbia, John
139,47.2,52.8,39.7,89.0,2352.0,-4.5,-15.3,24.0,79.1,2404.0,5.3,-44.4,18.7,81.1,1361.0,-12.2,-35.3,10.6,72.2,2148.0,8.2,-63.4,13.8,7.0,89.7,2194.0,-12.1,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.7,89.1,2329,-5.7,-15.6,20.1,34.6,77.0,2325.0,6.2,-50.2,18.7,81.1,1361.0,-12.2,-35.3,4,Bundy, Dylan
140,58.0,42.0,28.4,91.5,2137.0,9.6,-17.4,32.2,82.9,2485.0,-0.2,-40.7,0.3,84.7,1759.0,13.0,-25.3,0.0,0.0,0.0,0.0,0.0,0.0,39.1,91.6,2106.0,15.1,-20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.5,91.6,2119,12.8,-19.2,19.0,32.2,82.9,2485.0,-0.2,-40.7,0.3,84.7,1759.0,13.0,-25.3,1,Chafin, Andrew
141,49.0,51.0,36.7,93.6,2300.0,-8.7,-14.2,20.6,79.9,2447.0,15.6,-44.6,9.7,86.3,1554.0,-14.4,-26.6,3.4,76.8,2231.0,6.5,-57.4,13.0,15.0,93.2,2242.0,-14.0,-16.6,14.6,86.6,2472.0,4.3,-31.3,0.0,0.0,0.0,0.0,0.0,0.0,66.3,92.0,2325,-7.0,-18.5,17.0,24.0,79.5,2417.0,14.4,-46.4,9.7,86.3,1554.0,-14.4,-26.6,8,Clevinger, Mike
142,49.5,50.5,44.7,92.7,2263.0,-8.3,-13.0,10.4,79.5,2440.0,12.7,-46.3,40.4,79.7,2392.0,-13.5,-36.8,4.6,76.2,2614.0,3.5,-62.8,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.7,92.7,2263,-8.3,-13.0,20.7,15.0,78.5,2494.0,9.9,-51.4,40.4,79.7,2392.0,-13.5,-36.8,5,Cotton, Jharel
143,55.2,44.8,0.0,0.0,0.0,0.0,0.0,1.1,76.0,2504.0,15.9,-52.4,33.2,79.7,1672.0,-14.0,-34.6,5.8,74.7,2583.0,10.7,-62.3,16.8,54.1,89.6,2084.0,-14.8,-21.7,5.8,87.6,2148.0,-4.8,-22.4,0.0,0.0,0.0,0.0,0.0,0.0,59.9,89.4,2090,-13.9,-21.7,19.1,6.8,74.9,2571.0,11.5,-60.7,33.2,79.7,1672.0,-14.0,-34.6,8,Davies, Zach
144,51.7,48.3,67.7,94.6,2522.0,1.7,-14.2,0.0,0.0,0.0,0.0,0.0,9.7,90.6,1654.0,-12.3,-23.4,22.7,80.2,2121.0,7.9,-52.7,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.7,94.6,2522,1.7,-14.2,16.5,22.7,80.2,2121.0,7.9,-52.7,9.7,90.6,1654.0,-12.3,-23.4,5,Edwards Jr., Carl
145,54.5,45.5,15.6,94.2,2302.0,-4.1,-15.2,0.0,0.0,0.0,0.0,0.0,6.0,86.5,1503.0,-13.3,-32.5,2.1,78.9,2409.0,12.9,-56.6,18.0,12.9,94.5,2188.0,-15.1,-20.3,63.3,90.3,2414.0,4.3,-26.6,0.0,0.0,0.0,0.0,0.0,0.0,91.9,91.5,2363,0.1,-23.8,11.2,2.1,78.9,2409.0,12.9,-56.6,6.0,86.5,1503.0,-13.3,-32.5,3,Fulmer, Michael
146,52.9,47.1,0.1,98.0,2266.0,-8.6,-17.0,6.6,88.3,2525.0,2.7,-38.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.1,97.0,2208.0,-16.9,-23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.2,97.0,2208,-16.8,-23.9,17.8,19.8,86.0,2561.0,11.1,-39.2,0.0,0.0,0.0,0.0,0.0,7,Holmes, Clay
147,55.5,44.5,17.7,94.3,2214.0,-9.4,-15.5,13.4,85.0,2265.0,6.1,-36.5,9.5,85.4,1548.0,-15.0,-30.7,11.7,81.1,1984.0,6.7,-55.6,15.5,47.7,93.8,2077.0,-16.2,-22.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.4,93.9,2114,-14.4,-20.6,18.4,25.1,83.2,2134.0,6.4,-45.4,9.5,85.4,1548.0,-15.0,-30.7,4,Houser, Adrian
148,46.7,53.3,4.5,97.3,2068.0,-10.3,-13.7,10.7,87.4,2369.0,7.7,-34.5,15.6,90.0,1699.0,-15.8,-30.8,18.8,84.1,2449.0,9.2,-50.8,15.2,50.5,97.7,1990.0,-17.2,-20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,97.6,1997,-16.6,-20.0,19.1,29.5,85.3,2420.0,8.6,-44.9,15.6,90.0,1699.0,-15.8,-30.8,4,Lopez, Jorge
149,49.9,50.1,24.0,92.9,2559.0,-4.1,-18.3,24.4,82.9,2715.0,12.8,-41.8,6.3,86.5,1974.0,-11.4,-32.7,19.1,81.3,2722.0,9.6,-55.5,16.8,6.8,92.4,2436.0,-12.4,-22.9,19.4,90.1,2581.0,1.6,-24.5,0.0,0.0,0.0,0.0,0.0,0.0,50.2,91.8,2551,-3.1,-21.3,12.5,43.5,82.2,2718.0,11.4,-47.8,6.3,86.5,1974.0,-11.4,-32.7,8,Musgrove, Joe
150,48.0,52.0,33.5,92.7,2306.0,-13.0,-16.6,0.0,0.0,0.0,0.0,0.0,15.0,85.9,1482.0,-15.2,-33.8,26.6,78.6,2589.0,14.4,-55.7,18.1,18.7,92.2,2197.0,-16.9,-22.7,6.3,86.8,2209.0,0.9,-29.0,0.0,0.0,0.0,0.0,0.0,0.0,58.4,91.9,2261,-12.8,-19.9,18.7,26.6,78.6,2589.0,14.4,-55.7,15.0,85.9,1482.0,-15.2,-33.8,3,Nola, Aaron
151,48.0,52.0,47.9,96.9,2289.0,-5.3,-11.2,51.8,87.3,2082.0,4.2,-36.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,96.5,2357.0,-12.2,-10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.2,96.9,2290,-5.4,-11.2,19.0,51.8,87.3,2082.0,4.2,-36.9,0.0,0.0,0.0,0.0,0.0,7,Romano, Jordan
152,54.5,45.5,55.5,95.8,2434.0,5.2,-11.2,24.3,88.9,2389.0,-4.1,-29.9,5.0,87.1,1899.0,13.7,-26.1,15.1,81.4,2297.0,-12.2,-51.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.5,95.8,2434,5.2,-11.2,19.6,39.4,86.0,2354.0,-7.2,-38.0,5.0,87.1,1899.0,13.7,-26.1,1,Snell, Blake
153,51.6,48.4,40.4,91.4,2254.0,11.4,-15.3,24.8,85.4,2188.0,-4.5,-32.4,34.7,81.1,1415.0,13.7,-34.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,90.1,2316.0,18.5,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,91.4,2255,11.4,-15.3,21.2,24.8,85.4,2188.0,-4.5,-32.4,34.7,81.1,1415.0,13.7,-34.1,1,Springs, Jeffrey
154,53.5,46.5,16.3,92.3,2386.0,-2.0,-18.1,0.0,0.0,0.0,0.0,0.0,8.5,85.7,1864.0,-12.1,-31.6,20.9,76.6,2244.0,5.0,-56.5,11.4,21.1,92.2,2230.0,-9.7,-24.1,33.3,86.8,2580.0,3.4,-32.1,0.0,0.0,0.0,0.0,0.0,0.0,70.6,89.6,2431,-1.8,-26.5,9.7,20.9,76.6,2244.0,5.0,-56.5,8.5,85.7,1864.0,-12.1,-31.6,3,Thompson, Zach
155,50.3,49.7,41.5,93.5,2248.0,-5.7,-15.5,58.5,85.5,2513.0,8.2,-36.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.5,93.5,2248,-5.7,-15.5,17.0,58.5,85.5,2513.0,8.2,-36.4,0.0,0.0,0.0,0.0,0.0,7,Warren, Art
