,out_zone_percent,in_zone_percent,n_ff_formatted,ff_avg_speed,ff_avg_spin,ff_avg_break_x,ff_avg_break_z,n_sl_formatted,sl_avg_speed,sl_avg_spin,sl_avg_break_x,sl_avg_break_z,n_ch_formatted,ch_avg_speed,ch_avg_spin,ch_avg_break_x,ch_avg_break_z,n_cukc_formatted,cu_avg_speed,cu_avg_spin,cu_avg_break_x,cu_avg_break_z,cu_avg_break,n_sift_formatted,si_avg_speed,si_avg_spin,si_avg_break_x,si_avg_break_z,n_fc_formatted,fc_avg_speed,fc_avg_spin,fc_avg_break_x,fc_avg_break_z,n_fs_formatted,fs_avg_speed,fs_avg_spin,fs_avg_break_x,fs_avg_break_z,fs_avg_break,n_fastball_formatted,fastball_avg_speed,fastball_avg_spin,fastball_avg_break_x,fastball_avg_break_z,fastball_avg_break,n_breaking_formatted,breaking_avg_speed,breaking_avg_spin,breaking_avg_break_x,breaking_avg_break_z,n_offspeed_formatted,offspeed_avg_speed,offspeed_avg_spin,offspeed_avg_break_x,offspeed_avg_break_z,Cluster,last_name,first_name
156,49.7,50.3,8.5,89.7,1953.0,-10.1,-17.1,91.3,79.8,2479.0,8.1,-43.7,0.1,80.1,1105.0,12.8,-46.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,89.7,1953,-10.1,-17.1,20.1,91.3,79.8,2479.0,8.1,-43.7,0.1,80.1,1105.0,12.8,-46.5,5,Wisler, Matt
157,49.4,50.6,38.4,96.3,2350.0,-6.0,-12.1,11.3,88.0,2408.0,3.8,-32.0,16.3,86.1,2008.0,-15.8,-28.0,12.6,84.0,2497.0,2.5,-46.0,8.1,21.5,95.8,2286.0,-14.0,-15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.9,96.1,2327,-8.8,-13.5,19.0,23.8,85.9,2455.0,3.1,-39.4,16.3,86.1,2008.0,-15.8,-28.0,4,Woodruff, Brandon
158,51.6,48.4,47.9,94.3,2386.0,-7.5,-12.3,47.2,85.5,2475.0,0.3,-36.5,5.0,87.1,1910.0,-9.7,-19.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.9,94.3,2386,-7.5,-12.3,20.3,47.2,85.5,2475.0,0.3,-36.5,5.0,87.1,1910.0,-9.7,-19.7,5,Gallegos, Giovanny
159,55.4,44.6,45.6,96.4,2335.0,-9.3,-13.8,12.2,87.9,2345.0,6.0,-32.6,19.4,91.1,2056.0,-16.9,-27.5,0.0,0.0,0.0,0.0,0.0,0.0,22.9,95.9,2233.0,-16.2,-21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.4,96.2,2301,-11.6,-16.3,18.5,12.2,87.9,2345.0,6.0,-32.6,19.4,91.1,2056.0,-16.9,-27.5,2,Montero, Rafael
160,52.6,47.4,27.5,94.8,2422.0,-9.0,-14.7,36.1,82.2,2718.0,10.3,-44.4,13.7,88.9,1993.0,-16.6,-30.8,0.0,0.0,0.0,0.0,0.0,0.0,22.7,94.3,2267.0,-15.7,-21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.2,94.6,2352,-12.0,-17.9,18.2,36.1,82.2,2718.0,10.3,-44.4,13.7,88.9,1993.0,-16.6,-30.8,2,Payamps, Joel
161,47.5,52.5,42.9,93.8,2201.0,14.8,-18.1,28.3,82.7,2251.0,-5.9,-39.1,28.9,85.2,2112.0,16.2,-27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.9,93.8,2201,14.8,-18.1,19.8,28.3,82.7,2251.0,-5.9,-39.1,28.9,85.2,2112.0,16.2,-27.8,1,Garcia, Jarlin
162,54.5,45.5,53.2,95.3,2348.0,-6.1,-13.7,37.0,82.1,2490.0,12.8,-39.0,9.9,89.0,1943.0,-17.0,-29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.2,95.3,2348,-6.1,-13.7,17.6,37.0,82.1,2490.0,12.8,-39.0,9.9,89.0,1943.0,-17.0,-29.0,5,Moronta, Reyes
163,50.0,50.0,61.2,95.5,2349.0,6.0,-12.0,31.1,85.4,2447.0,-8.1,-38.6,2.0,84.6,1757.0,13.7,-27.4,5.7,79.8,2454.0,-6.4,-55.5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.2,95.5,2349,6.0,-12.0,19.1,36.9,84.5,2448.0,-7.8,-41.2,2.0,84.6,1757.0,13.7,-27.4,1,Rodon, Carlos
164,48.6,51.4,63.8,96.8,2134.0,-6.8,-11.1,24.0,88.2,2234.0,6.0,-32.7,9.2,87.3,992.0,-10.0,-29.5,3.0,80.1,2185.0,16.2,-44.9,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.8,96.8,2134,-6.8,-11.1,19.5,27.0,87.3,2229.0,7.1,-34.1,9.2,87.3,992.0,-10.0,-29.5,5,Weems, Jordan
165,52.1,47.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,86.0,1516.0,-14.6,-34.7,28.7,78.4,2389.0,14.7,-46.9,15.2,40.1,92.5,1877.0,-8.8,-22.1,27.6,89.2,2123.0,1.8,-26.7,0.0,0.0,0.0,0.0,0.0,0.0,67.7,91.2,1977,-4.5,-24.0,11.3,28.7,78.4,2389.0,14.7,-46.9,3.6,86.0,1516.0,-14.6,-34.7,3,Fedde, Erick
166,54.0,46.0,34.7,94.4,2175.0,-9.9,-15.0,3.8,79.8,2478.0,13.1,-44.7,33.2,84.3,1495.0,-14.1,-36.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.4,86.3,2465.0,6.6,-31.6,0.0,0.0,0.0,0.0,0.0,0.0,63.1,90.8,2305,-2.5,-22.5,14.3,3.8,79.8,2478.0,13.1,-44.7,33.2,84.3,1495.0,-14.1,-36.2,8,Krehbiel, Joey
167,54.5,45.5,40.7,94.2,2227.0,11.2,-16.6,56.5,84.7,1848.0,-1.5,-32.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,93.4,2150.0,16.7,-22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.5,94.1,2222,11.6,-17.0,18.4,56.5,84.7,1848.0,-1.5,-32.8,0.0,0.0,0.0,0.0,0.0,7,Garrett, Amir
168,52.4,47.6,26.3,93.4,2336.0,-7.2,-14.3,0.0,0.0,0.0,0.0,0.0,25.5,79.7,1718.0,-13.4,-38.2,15.9,81.7,2605.0,2.4,-58.4,17.3,14.6,93.3,2347.0,-14.9,-17.5,17.7,88.6,2380.0,1.7,-26.9,0.0,0.0,0.0,0.0,0.0,0.0,58.6,91.9,2352,-6.4,-18.9,16.0,15.9,81.7,2605.0,2.4,-58.4,25.5,79.7,1718.0,-13.4,-38.2,3,Martinez, Nick
169,51.9,48.1,23.2,90.3,2389.0,5.9,-19.9,22.5,85.5,2376.0,-1.4,-32.6,13.9,84.8,1485.0,10.9,-30.6,18.2,80.9,2446.0,-4.3,-48.5,8.4,22.1,89.6,2358.0,13.0,-27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.3,90.0,2374,9.3,-23.6,14.7,40.7,83.4,2407.0,-2.7,-39.7,13.9,84.8,1485.0,10.9,-30.6,1,Freeland, Kyle
170,49.4,50.6,28.9,94.4,2243.0,-8.3,-13.4,13.5,88.9,2441.0,2.7,-27.7,1.7,87.6,1774.0,-15.1,-25.9,34.0,79.8,3253.0,10.7,-60.8,20.4,21.9,94.4,2317.0,-15.6,-18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.8,94.4,2275,-11.4,-15.5,19.7,47.5,82.4,3022.0,8.4,-51.4,1.7,87.6,1774.0,-15.1,-25.9,4,Lugo, Seth
171,50.9,49.1,70.6,97.5,2241.0,-10.0,-14.1,14.9,87.3,2280.0,5.1,-35.1,14.5,88.4,1660.0,-10.6,-28.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.6,97.5,2241,-10.0,-14.1,17.8,14.9,87.3,2280.0,5.1,-35.1,14.5,88.4,1660.0,-10.6,-28.4,5,Estevez, Carlos
172,53.9,46.1,46.6,92.8,2412.0,-1.2,-13.2,29.2,83.6,2428.0,4.4,-40.6,1.0,86.4,1646.0,-12.6,-26.2,22.9,77.7,2557.0,6.3,-59.4,15.3,0.3,93.4,2416.0,-8.6,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.8,92.8,2412,-1.2,-13.2,18.8,52.1,81.0,2485.0,5.2,-48.9,1.0,86.4,1646.0,-12.6,-26.2,4,De Jong, Chase
173,53.9,46.1,32.4,94.0,2138.0,1.7,-18.5,18.5,87.4,2392.0,-3.8,-34.9,14.1,86.5,1411.0,12.9,-32.4,21.5,74.2,2748.0,-9.5,-66.8,19.1,13.3,93.6,2036.0,11.0,-21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.8,93.9,2108,4.4,-19.4,13.3,40.2,80.3,2583.0,-6.9,-52.0,14.1,86.5,1411.0,12.9,-32.4,1,Fried, Max
174,52.3,47.7,47.7,92.6,2172.0,-5.4,-13.9,23.6,84.4,1959.0,3.5,-37.2,25.5,81.0,1448.0,-11.3,-30.5,3.2,79.2,2348.0,7.2,-56.3,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.7,92.6,2172,-5.4,-13.9,19.0,26.8,83.8,2006.0,3.9,-39.5,25.5,81.0,1448.0,-11.3,-30.5,5,Giolito, Lucas
175,47.1,52.9,36.1,90.7,1975.0,9.8,-17.1,0.0,0.0,0.0,0.0,0.0,18.4,83.0,1554.0,13.3,-32.5,20.7,77.5,2074.0,-8.2,-49.6,10.2,22.9,90.3,1943.0,14.3,-21.5,2.0,87.1,2012.0,1.3,-28.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,90.4,1965,11.2,-19.1,18.7,20.7,77.5,2074.0,-8.2,-49.6,18.4,83.0,1554.0,13.3,-32.5,3,Irvin, Cole
176,52.7,47.3,69.8,95.6,2369.0,-3.8,-12.5,3.0,79.6,2543.0,18.5,-49.3,0.0,0.0,0.0,0.0,0.0,27.2,78.7,2832.0,10.3,-62.5,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.8,95.6,2369,-3.8,-12.5,18.1,30.2,78.8,2803.0,11.1,-61.2,0.0,0.0,0.0,0.0,0.0,7,Knebel, Corey
177,50.0,50.0,33.0,93.0,2122.0,-6.7,-12.4,0.0,0.0,0.0,0.0,0.0,29.8,84.3,1583.0,-12.5,-26.2,7.4,74.7,2173.0,10.3,-58.8,14.3,12.6,92.6,2052.0,-11.7,-15.3,17.2,88.8,2052.0,1.2,-23.4,0.0,0.0,0.0,0.0,0.0,0.0,62.8,91.8,2089,-5.6,-16.0,18.0,7.4,74.7,2173.0,10.3,-58.8,29.8,84.3,1583.0,-12.5,-26.2,3,Wacha, Michael
178,48.1,51.9,29.8,95.6,2138.0,-8.9,-16.6,20.9,87.7,2389.0,0.3,-31.1,3.0,87.8,1595.0,-10.2,-27.7,22.1,86.5,2577.0,1.1,-38.3,3.3,24.2,95.1,2111.0,-14.3,-21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,95.4,2126,-11.3,-18.6,16.6,42.9,87.1,2486.0,0.7,-34.8,3.0,87.8,1595.0,-10.2,-27.7,4,Marquez, German
179,55.9,44.1,37.6,92.3,2276.0,-4.4,-16.4,12.8,83.7,2381.0,11.6,-41.3,4.6,79.1,1863.0,-12.3,-33.5,30.2,82.2,2498.0,6.9,-52.3,13.7,14.8,92.4,2402.0,-14.2,-24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.4,92.3,2311,-7.1,-18.7,16.3,43.0,82.7,2463.0,8.3,-49.0,4.6,79.1,1863.0,-12.3,-33.5,4,Duffey, Tyler
180,53.8,46.2,11.9,96.6,2373.0,-9.0,-13.9,27.8,88.7,2495.0,5.2,-32.2,13.7,90.7,1764.0,-14.0,-28.2,3.6,83.3,2494.0,6.9,-44.3,9.1,43.0,96.5,2228.0,-15.5,-18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.9,96.5,2260,-14.1,-17.8,18.6,31.4,88.1,2494.0,5.4,-33.6,13.7,90.7,1764.0,-14.0,-28.2,4,Graveman, Kendall
181,58.0,42.0,37.0,95.5,2323.0,-6.1,-14.4,35.7,85.1,2453.0,5.1,-40.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,94.8,2269.0,-12.7,-20.4,27.1,91.4,2404.0,3.5,-24.8,0.0,0.0,0.0,0.0,0.0,0.0,64.3,93.8,2357,-2.1,-18.8,13.5,35.7,85.1,2453.0,5.1,-40.5,0.0,0.0,0.0,0.0,0.0,7,Leone, Dominic
182,54.0,46.0,43.1,92.8,2631.0,-3.6,-16.9,19.2,86.7,2868.0,6.6,-35.1,7.0,86.8,2228.0,-11.6,-32.4,28.9,80.8,3188.0,16.1,-50.2,18.2,1.8,92.9,2512.0,-12.1,-21.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.9,92.8,2626,-4.0,-17.1,15.4,48.1,83.2,3061.0,12.3,-44.2,7.0,86.8,2228.0,-11.6,-32.4,4,Stratton, Chris
183,53.5,46.5,65.0,86.4,2147.0,-3.8,-23.7,4.4,78.9,2305.0,-6.3,-44.6,25.0,77.2,1477.0,10.0,-34.8,0.0,0.0,0.0,0.0,0.0,0.0,5.6,87.4,2085.0,10.3,-23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.7,86.5,2142,-2.6,-23.7,13.7,4.4,78.9,2305.0,-6.3,-44.6,25.0,77.2,1477.0,10.0,-34.8,1,Suter, Brent
184,50.2,49.8,41.2,93.5,2357.0,-7.2,-13.9,0.0,0.0,0.0,0.0,0.0,0.8,87.2,1925.0,-11.9,-24.4,31.4,77.5,2974.0,16.0,-57.2,19.6,0.0,0.0,0.0,0.0,0.0,21.6,89.5,2440.0,2.5,-26.6,0.0,0.0,0.0,0.0,0.0,0.0,62.8,92.1,2385,-3.9,-18.3,15.4,36.4,78.3,2942.0,15.5,-53.7,0.8,87.2,1925.0,-11.9,-24.4,3,Voth, Austin
185,56.6,43.4,47.5,96.9,2354.0,-7.1,-12.0,0.0,0.0,0.0,0.0,0.0,22.7,89.9,1795.0,-15.4,-25.8,29.4,86.3,2283.0,2.0,-42.0,6.1,0.4,96.0,2303.0,-14.2,-19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.9,96.9,2353,-7.1,-12.1,18.7,29.4,86.3,2283.0,2.0,-42.0,22.7,89.9,1795.0,-15.4,-25.8,4,Ruiz, Jose
186,54.0,46.0,2.7,93.4,2165.0,-6.8,-13.7,0.0,0.0,0.0,0.0,0.0,11.8,85.3,1532.0,-12.3,-30.0,4.2,82.7,2449.0,3.7,-42.9,5.4,45.2,93.6,2105.0,-12.0,-16.3,36.0,88.5,2238.0,2.7,-27.8,0.0,0.0,0.0,0.0,0.0,0.0,83.9,91.4,2164,-5.6,-21.2,14.4,4.2,82.7,2449.0,3.7,-42.9,11.8,85.3,1532.0,-12.3,-30.0,3,Quantrill, Cal
187,54.7,45.3,48.8,95.9,2112.0,-8.8,-14.0,13.7,85.8,2298.0,7.0,-32.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,92.0,1418.0,-8.6,-29.0,9.5,48.8,95.9,2112,-8.8,-14.0,18.2,13.7,85.8,2298.0,7.0,-32.3,37.5,92.0,1418.0,-8.6,-29.0,0,Sawamura, Hirokazu
188,52.7,47.3,0.0,0.0,0.0,0.0,0.0,36.8,82.1,2669.0,4.0,-41.3,1.2,87.2,1669.0,-14.3,-37.4,0.0,0.0,0.0,0.0,0.0,0.0,62.0,93.1,2460.0,-16.9,-31.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,93.1,2460,-16.9,-31.2,17.2,36.8,82.1,2669.0,4.0,-41.3,1.2,87.2,1669.0,-14.3,-37.4,2,Cuas, Jose
189,52.4,47.6,52.2,95.1,2366.0,-8.0,-12.1,10.9,83.0,2610.0,8.4,-42.7,5.6,85.1,2122.0,-16.2,-28.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.2,95.1,2366,-8.0,-12.1,20.2,42.2,82.2,2673.0,11.1,-38.8,5.6,85.1,2122.0,-16.2,-28.7,5,Wilson, Steven
190,54.4,45.6,43.9,94.7,2270.0,-7.5,-14.5,30.0,86.4,2459.0,3.8,-37.2,8.5,90.0,1787.0,-14.6,-29.5,17.4,80.6,2523.0,15.6,-52.0,18.6,0.0,0.0,0.0,0.0,0.0,0.1,88.8,2250.0,0.4,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,44.1,94.7,2270,-7.5,-14.5,17.8,47.4,84.3,2483.0,8.1,-42.6,8.5,90.0,1787.0,-14.6,-29.5,5,Rucker, Michael
191,51.3,48.7,49.0,94.0,2006.0,-7.6,-15.5,23.1,85.0,2286.0,4.5,-34.3,10.0,85.2,1365.0,-8.4,-35.5,12.5,79.3,2496.0,7.3,-51.9,11.5,5.5,94.4,1925.0,-15.8,-20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.4,94.0,1998,-8.4,-16.0,17.6,35.6,83.0,2360.0,5.5,-40.5,10.0,85.2,1365.0,-8.4,-35.5,4,Kaprielian, James
192,49.7,50.3,15.5,93.1,2176.0,-10.4,-17.6,3.6,85.6,2133.0,3.9,-32.3,6.1,87.0,1699.0,-13.8,-27.8,20.1,78.3,2381.0,12.0,-49.9,13.3,39.9,92.7,2048.0,-17.0,-24.6,14.8,90.0,2150.0,-0.8,-22.2,0.0,0.0,0.0,0.0,0.0,0.0,70.2,92.2,2098,-12.1,-22.5,17.0,23.7,79.4,2343.0,10.8,-47.2,6.1,87.0,1699.0,-13.8,-27.8,8,Eflin, Zach
193,53.3,46.7,34.2,95.2,2267.0,-5.9,-13.3,11.7,83.5,2671.0,13.9,-37.2,7.8,90.5,1550.0,-13.7,-28.3,16.8,79.2,2662.0,11.5,-57.7,18.0,4.7,94.9,2167.0,-13.3,-18.4,24.8,91.5,2411.0,4.5,-23.4,0.0,0.0,0.0,0.0,0.0,0.0,63.7,93.7,2316,-2.4,-17.6,15.1,28.5,81.0,2666.0,12.5,-49.3,7.8,90.5,1550.0,-13.7,-28.3,8,Buehler, Walker
194,53.3,46.7,11.3,91.5,2135.0,-5.5,-16.2,4.7,79.1,2567.0,15.4,-52.6,12.7,86.0,1811.0,-13.1,-29.5,17.6,78.8,2605.0,8.4,-61.1,18.6,34.3,91.7,2001.0,-12.8,-22.5,19.5,87.1,2484.0,6.1,-30.9,0.0,0.0,0.0,0.0,0.0,0.0,65.1,90.3,2169,-5.9,-23.9,14.1,22.2,78.9,2597.0,9.9,-59.3,12.7,86.0,1811.0,-13.1,-29.5,8,Blackburn, Paul
195,53.2,46.8,0.0,0.0,0.0,0.0,0.0,25.4,85.1,2858.0,13.2,-33.5,17.4,87.0,1717.0,-17.3,-38.0,24.9,82.7,3013.0,13.6,-50.6,17.2,24.5,93.1,2106.0,-13.4,-26.1,7.8,88.3,2567.0,3.8,-29.8,0.0,0.0,0.0,0.0,0.0,0.0,32.3,91.9,2216,-9.2,-27.0,12.9,50.3,83.9,2934.0,13.4,-42.0,17.4,87.0,1717.0,-17.3,-38.0,8,McCullers Jr., Lance
196,56.0,44.0,1.4,97.8,2149.0,5.6,-12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,86.5,2465.0,0.7,-43.2,6.9,54.5,99.6,2093.0,12.7,-13.2,42.9,93.8,2207.0,-1.9,-25.5,0.0,0.0,0.0,0.0,0.0,0.0,98.8,97.1,2143,6.3,-18.5,13.7,1.2,86.5,2465.0,0.7,-43.2,0.0,0.0,0.0,0.0,0.0,7,Alvarado, Jose
197,51.2,48.8,41.9,99.1,2352.0,-13.5,-14.5,58.1,90.8,2274.0,1.5,-28.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.9,99.1,2352,-13.5,-14.5,19.2,58.1,90.8,2274.0,1.5,-28.8,0.0,0.0,0.0,0.0,0.0,7,Diaz, Edwin
198,50.4,49.6,27.9,94.0,2241.0,-10.6,-16.6,0.0,0.0,0.0,0.0,0.0,15.4,84.6,1522.0,-14.4,-33.9,0.1,78.1,2229.0,18.2,-51.4,19.3,25.8,93.9,2115.0,-16.6,-20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.7,93.9,2180,-13.5,-18.6,18.9,30.9,82.9,2285.0,15.8,-44.3,15.4,84.6,1522.0,-14.4,-33.9,4,Berrios, Jose
199,50.0,50.0,12.6,91.2,2248.0,-7.7,-16.1,23.0,77.5,2367.0,13.8,-37.5,18.9,83.1,1705.0,-16.4,-33.4,2.3,80.0,2495.0,6.7,-48.9,9.1,33.3,87.8,2163.0,-16.2,-36.5,9.9,89.4,2247.0,-1.1,-19.3,0.0,0.0,0.0,0.0,0.0,0.0,55.8,88.9,2197,-11.6,-28.8,16.7,25.3,77.7,2379.0,13.1,-38.5,18.9,83.1,1705.0,-16.4,-33.4,8,Garza Jr., Ralph
200,53.8,46.2,11.7,95.9,2254.0,-7.2,-14.9,0.0,0.0,0.0,0.0,0.0,21.8,89.6,1503.0,-14.8,-27.8,13.3,82.7,2403.0,7.4,-51.2,13.4,26.1,95.3,2091.0,-14.1,-19.0,27.1,92.4,2095.0,0.3,-25.2,0.0,0.0,0.0,0.0,0.0,0.0,64.8,94.2,2122,-6.9,-20.9,13.4,13.3,82.7,2403.0,7.4,-51.2,21.8,89.6,1503.0,-14.8,-27.8,3,Underwood Jr., Duane
201,50.6,49.4,49.8,96.6,2425.0,6.5,-12.0,0.0,0.0,0.0,0.0,0.0,18.1,87.6,1650.0,16.2,-32.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.1,90.3,2603.0,-5.1,-29.0,0.0,0.0,0.0,0.0,0.0,0.0,81.9,94.2,2495,1.9,-18.7,14.0,0.0,0.0,0.0,0.0,0.0,18.1,87.6,1650.0,16.2,-32.3,6,Minter, A.J.
202,52.8,47.2,77.5,93.2,2230.0,0.9,-10.6,0.8,82.1,2464.0,-8.8,-36.3,0.0,0.0,0.0,0.0,0.0,21.7,78.8,2562.0,-17.7,-48.8,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.5,93.2,2230,0.9,-10.6,21.1,22.5,78.9,2558.0,-17.4,-48.3,0.0,0.0,0.0,0.0,0.0,7,Poche, Colin
203,49.5,50.5,47.8,94.8,2321.0,7.7,-13.8,26.9,84.9,2125.0,-3.2,-38.7,8.7,87.6,1776.0,10.5,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,93.8,2204.0,14.5,-18.7,1.7,88.7,2261.0,0.4,-26.4,0.0,0.0,0.0,0.0,0.0,0.0,64.4,94.4,2292,9.1,-15.3,18.5,26.9,84.9,2125.0,-3.2,-38.7,8.7,87.6,1776.0,10.5,-26.0,1,Hearn, Taylor
204,43.6,56.4,38.4,94.2,2298.0,13.5,-15.1,20.9,88.6,2391.0,-2.4,-27.9,9.2,88.2,2157.0,18.4,-27.8,17.0,82.7,2668.0,-6.2,-40.6,6.6,14.5,94.0,2265.0,17.5,-19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.9,94.1,2289,14.6,-16.3,21.0,38.0,86.0,2516.0,-4.1,-33.6,9.2,88.2,2157.0,18.4,-27.8,1,Strahm, Matt
205,47.3,52.7,44.9,92.9,2270.0,1.9,-15.5,29.8,86.7,2319.0,-4.6,-31.3,20.0,84.9,1778.0,10.6,-31.7,5.4,82.1,2299.0,-12.9,-36.1,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.9,92.9,2270,1.9,-15.5,16.4,35.1,86.0,2316.0,-5.8,-32.0,20.0,84.9,1778.0,10.6,-31.7,1,Banks, Tanner
206,45.5,54.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,80.7,1898.0,15.7,-39.7,8.6,79.2,2387.0,-4.5,-49.9,8.3,54.9,91.1,2185.0,14.2,-24.1,16.9,85.0,2357.0,0.1,-33.0,0.0,0.0,0.0,0.0,0.0,0.0,71.8,89.6,2226,10.9,-26.2,14.0,8.6,79.2,2387.0,-4.5,-49.9,19.6,80.7,1898.0,15.7,-39.7,3,Blach, Ty
207,49.6,50.4,0.0,0.0,0.0,0.0,0.0,36.0,84.5,2067.0,-3.1,-41.1,18.5,85.7,1668.0,14.1,-37.0,0.0,0.0,0.0,0.0,0.0,0.0,45.5,92.4,2041.0,15.6,-21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.5,92.4,2041,15.6,-21.6,18.9,36.0,84.5,2067.0,-3.1,-41.1,18.5,85.7,1668.0,14.1,-37.0,1,Wood, Alex
208,52.9,47.1,52.4,95.7,2503.0,-7.0,-11.4,35.5,85.4,2812.0,7.8,-38.0,5.5,85.2,1964.0,-14.2,-24.6,6.4,77.7,2809.0,15.3,-56.2,18.6,0.1,95.6,2505.0,-15.8,-16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.6,95.7,2503,-7.0,-11.4,20.0,41.9,84.2,2811.0,8.9,-40.8,5.5,85.2,1964.0,-14.2,-24.6,4,Smith, Drew
